region,in_current_catalogue,recommended_candidate,group,regional_rank,taxon_id,common_name,scientific_name,observation_count,proposed_frequency_rarity,current_editorial_rarity,current_prestige,model_version,review_action
mediterranean_europe,yes,yes,birds,236,559064,Hen Harrier,Circus cyaneus,1247,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,237,13676,Eurasian Penduline-Tit,Remiz pendulinus,1227,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,238,9195,Yellowhammer,Emberiza citrinella,1194,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,239,13071,Bluethroat,Luscinia svecica,1187,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,240,19410,Eurasian Nightjar,Caprimulgus europaeus,1186,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,241,792977,Lesser Spotted Woodpecker,Dryobates minor,1171,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,242,4604,Collared Pratincole,Glareola pratincola,1153,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,243,144536,Gull-billed Tern,Gelochelidon nilotica,1132,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,244,12825,Western Black-eared Wheatear,Oenanthe hispanica,1129,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,245,132,Little Bustard,Tetrax tetrax,1127,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,246,5275,Black-winged Kite,Elanus caeruleus,1093,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,247,5379,Bearded Vulture,Gypaetus barbatus,1059,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,248,204552,Northern Nutcracker,Nucifraga caryocatactes,1059,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,249,1286971,Eastern Black-eared Wheatear,Oenanthe melanoleuca,1055,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,250,487,Red-knobbed Coot,Fulica cristata,1052,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,251,144537,Caspian Tern,Hydroprogne caspia,1029,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,252,559070,Great Gray Shrike,Lanius excubitor,1018,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,253,3753,Northern Bald Ibis,Geronticus eremita,976,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,254,204544,White-winged Snowfinch,Montifringilla nivalis,958,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,255,7367,Calandra Lark,Melanocorypha calandra,947,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,256,4671,Eleonora's Falcon,Falco eleonorae,941,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,257,117027,Iberian Chiffchaff,Phylloscopus ibericus,932,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,258,15302,Garden Warbler,Sylvia borin,919,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,259,4368,Great Black-backed Gull,Larus marinus,894,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,260,578093,Greater Short-toed Lark,Calandrella brachydactyla,882,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,261,12749,Redwing,Turdus iliacus,868,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,262,117048,Wood Warbler,Phylloscopus sibilatrix,867,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,263,144467,Bonelli's Eagle,Aquila fasciata,854,uncommon,uncommon,legendary,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,264,1289697,Black Grouse,Lyrurus tetrix,841,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,265,117078,Pin-tailed Sandgrouse,Pterocles alchata,824,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,266,1289200,Eastern Subalpine Warbler,Curruca cantillans,785,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,267,6914,Black Swan,Cygnus atratus,774,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,268,846,Chukar,Alectoris chukar,773,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,269,4641,Red-footed Falcon,Falco vespertinus,768,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,270,12740,Ring Ouzel,Turdus torquatus,767,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,271,14872,Crested Myna,Acridotheres cristatellus,757,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,272,3033,Stock Dove,Columba oenas,757,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,273,13140,Rufous-tailed Rock-Thrush,Monticola saxatilis,752,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,274,979721,Tenerife Blue Chaffinch,Fringilla teydea,730,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,275,13974,Yellow-crowned Bishop,Euplectes afer,724,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,276,509656,Scopoli's Shearwater,Calonectris diomedea,720,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,277,19482,Red-necked Nightjar,Caprimulgus ruficollis,716,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,278,116804,Sedge Warbler,Acrocephalus schoenobaenus,709,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,279,4501,Razorbill,Alca torda,707,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,280,4512,Black Tern,Chlidonias niger,693,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,281,1455922,Laughing Dove,Spilopelia senegalensis,654,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,282,144512,Little Gull,Hydrocoloeus minutus,649,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,283,1504816,Canary Islands Chaffinch,Fringilla canariensis,618,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,284,13793,Black-headed Weaver,Ploceus melanocephalus,608,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,285,804,Common Quail,Coturnix coturnix,605,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,286,7450,Eurasian Treecreeper,Certhia familiaris,599,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,287,6996,Red-breasted Merganser,Mergus serrator,573,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,288,6642,Plain Swift,Apus unicolor,560,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,289,3845,Red Knot,Calidris canutus,555,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,290,367564,Blue-crowned Parakeet,Thectocercus acuticaudatus,549,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,291,4389,Caspian Gull,Larus cachinnans,547,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,292,1289480,Western Orphean Warbler,Curruca hortensis,542,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,293,144812,Willow Tit,Poecile montanus,542,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,294,8029,Rook,Corvus frugilegus,536,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,295,1289469,Spectacled Warbler,Curruca conspicillata,529,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,296,9196,Ortolan Bunting,Emberiza hortulana,522,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,297,4327,Great White Pelican,Pelecanus onocrotalus,516,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
mediterranean_europe,yes,yes,birds,298,1289484,Lesser Whitethroat,Curruca curruca,510,uncommon,uncommon,standard,inaturalist-regional-frequency-v1,compare then edit workbook
